spot_id,tau,lambda,n_celltypes,rmse
661,0.15,5,26,8.47453635600373
662,0.15,5,26,7.161445481615599
663,0.15,5,26,10.844828186461399
664,0.15,5,26,6.492639428124416
665,0.15,5,26,8.385322516728294
666,0.15,5,26,6.907376040883883
667,0.15,5,26,7.471272355030408
668,0.15,5,26,9.166860455715014
669,0.15,5,26,15.880658714758123
670,0.15,5,26,12.500806347359427
671,0.15,5,26,7.24907487581844
672,0.15,5,26,19.216130147161643
673,0.15,5,26,3.4737228768577375
674,0.15,5,26,5.299129411265056
675,0.15,5,26,18.937215632852773
676,0.15,5,26,5.615464410099501
677,0.15,5,26,10.166369678951
678,0.15,5,26,6.902007274763509
679,0.15,5,26,12.333389318832568
680,0.15,5,26,6.529428617084545
681,0.15,5,26,5.623778417290914
682,0.15,5,26,14.79474366947928
683,0.15,5,26,17.390342920879547
684,0.15,5,26,18.512276986364007
685,0.15,5,26,5.031744162353554
686,0.15,5,26,5.779658360089779
687,0.15,5,26,16.150523128953804
688,0.15,5,26,7.309052767232874
689,0.15,5,26,12.081572837264005
690,0.15,5,26,8.556096037442924
691,0.15,5,26,9.89414966577092
692,0.15,5,26,16.38236045882555
693,0.15,5,26,9.831983836535665
694,0.15,5,26,10.215195598914944
695,0.15,5,26,8.955136127770151
696,0.15,5,26,6.431610737960301
697,0.15,5,26,19.509333322550717
698,0.15,5,26,18.1423462331902
699,0.15,5,26,6.437427925076534
700,0.15,5,26,18.249893867231314
701,0.15,5,26,7.680061311386595
702,0.15,5,26,10.100175318566958
703,0.15,5,26,5.450428771611842
704,0.15,5,26,9.093504969788285
705,0.15,5,26,7.434949056583037
706,0.15,5,26,11.325007210270691
707,0.15,5,26,4.648930946808627
708,0.15,5,26,7.909929327200236
709,0.15,5,26,19.53670579367857
710,0.15,5,26,6.983901764770856
711,0.15,5,26,8.378643907752966
712,0.15,5,26,20.36607832591652
713,0.15,5,26,16.726169491519826
714,0.15,5,26,7.6096986803106805
715,0.15,5,26,6.414385154561329
716,0.15,5,26,12.815705597358539
717,0.15,5,26,5.919051972393507
718,0.15,5,26,8.678843623591474
719,0.15,5,24,2.552528835949158
720,0.15,5,26,18.935114608717686
721,0.15,5,26,12.652612505723093
722,0.15,5,26,22.362501314497234
723,0.15,5,26,5.9968266286404095
724,0.15,5,26,20.993905979527565
725,0.15,5,26,8.993472095323666
726,0.15,5,26,17.080879528364207
727,0.15,5,26,17.699229095105654
728,0.15,5,26,9.366696793093265
729,0.15,5,26,9.33172285433344
730,0.15,5,26,17.33410740191792
731,0.15,5,26,9.855932205304269
732,0.15,5,26,9.36524854733788
733,0.15,5,26,7.148813951976811
734,0.15,5,26,17.2698999642901
735,0.15,5,26,6.963424153489773
736,0.15,5,26,9.718061714151263
737,0.15,5,26,8.357502881527392
738,0.15,5,26,16.111219239287095
739,0.15,5,26,7.336955157313075
740,0.15,5,26,12.133004586775114
741,0.15,5,26,6.978915610777883
742,0.15,5,26,12.987234457611015
743,0.15,5,26,5.896576330768616
744,0.15,5,26,24.87583837608371
745,0.15,5,26,6.864114730795031
746,0.15,5,26,7.20684433613801
747,0.15,5,26,15.614741959732887
748,0.15,5,26,18.72222854230045
749,0.15,5,26,9.45470478544885
750,0.15,5,26,7.887491778316811
751,0.15,5,26,8.1873938292935
752,0.15,5,26,9.241333268186061
753,0.15,5,26,13.538002372367641
754,0.15,5,26,5.884457233310769
755,0.15,5,26,7.177373550443832
756,0.15,5,26,4.873569374522352
757,0.15,5,26,7.591877153169975
758,0.15,5,26,5.779867774091325
759,0.15,5,26,11.140354730650346
760,0.15,5,26,5.359294445841135
761,0.15,5,26,5.943810010568861
762,0.15,5,26,9.46375877897828
763,0.15,5,26,10.909921171237416
764,0.15,5,26,5.892833213017738
765,0.15,5,26,8.357790889762367
766,0.15,5,26,8.85956925900116
767,0.15,5,26,11.322394013465312
768,0.15,5,26,21.599873834886388
